序号,题目ID,题目,答案,采集时间,来源
477,929419828,试卷中有一道选择题，共有4个答案可供选择，其中只有一个答案是正确的，任一考生如果会解这道题，则一定能选出正确答案，如果不会解这道题，选中正确答案的概率是 ，设考生会解这道题的概率是0.7，则考生选出正确答案的前提下，会解这道题的概率为（ ）,https://image.zhihuishu.com/zhs/question-import/formula/202303/0b61f637fc7e4d90b1d696bc2a1aeaa5.png,2026-09-19 07:58:15,错题采集
478,929419811,两个袋子，第一个袋中有4个白球，2个红球，第二个袋中有3个白球，3个红球，从第一袋中抽取一球放入第二个袋中，再从第二个袋中抽取一球，已知在第二个袋中抽取为白球的条件下，从第一个袋中抽取的球为红球的概率为（ ）。,https://image.zhihuishu.com/zhs/question-import/formula/202303/aeded1cf515a42f9b5fbaf1531657396.png,2026-09-19 07:58:15,错题采集
479,929419812,两个袋子，第一个袋中有4个白球，2个红球，第二个袋中有3个白球，3个红球，从第一袋中抽取一球放入第二个袋中，再在第二个袋中抽取一球，已知在第二个袋中抽取为红球的条件下，从第一个袋中抽取的球为红球的概率为（ ）。,https://image.zhihuishu.com/zhs/question-import/formula/202303/a54535435bb94ba4a2197f385296af08.png,2026-09-19 07:58:15,错题采集
480,929419863,"设 三个事件两两独立, 则 相互独立的充要条件是（ ）.",与 独立,2026-09-19 08:03:06,错题采集
481,932473460,设 ，则下列结论中正确的是,事件 相互独立,2026-09-19 08:03:06,错题采集
482,932473372,设 ，则 与 必有,独立,2026-09-19 08:03:06,错题采集
483,932473387,将一枚均匀的硬币独立地掷三次，记事件 “正、反面都出现”， “正面最多出现一次”， “反面最多出现一次”，则下面结论中不正确的是,与 独立,2026-09-19 08:03:50,错题采集
484,932473376,设 为两个随机事件，且 ，则,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260523/31fb1064-6118-4b58-9e76-39bca001c44f.png,2026-09-19 08:06:26,错题采集
485,932473410,二阶行列式 的元素可能为 或 ，而 与 出现的概率均为 ，则该行列式的值为正数的概率是,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260311/b7629ded-3692-47ef-8a8e-5644bd96247c.png,2026-09-19 08:06:26,错题采集
486,932473465,设 是任意两个事件， ，则下列不等式中成立的是,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260623/14fa8ec4-cd57-40d9-a82d-f75df26b4015.png,2026-09-19 08:06:26,错题采集
487,932473368,设一批产品中一、二、三等品各占 ，现从中任取一件，结果不是三等品，则取到的是一等品的概率为,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260311/7eaf9931-c92c-401f-9213-b5675587693d.png,2026-09-19 08:13:29,错题采集
488,932473440,"设随机事件 与 互不相容,且 ,则",https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260311/ff8a5c60-46fe-4065-9e3d-cfe8e45a254b.png,2026-09-19 08:13:29,错题采集
489,932473423,随机事件 满足 则,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260311/b3442ae6-747b-4a84-8fd1-0c376d751dd6.png,2026-09-19 08:13:29,错题采集
490,932473168,已知 ，则 （请用分数形式作答，例1/2）,2/3,2026-09-19 08:13:29,错题采集
491,932473408,设事件 互不相容，且 ，则下列结论一定成立的是,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260313/bd394958-a4ca-4f92-b8ab-175ccb548828.png,2026-09-19 08:13:29,错题采集
492,929419872,设随机事件 和 满足 ，则（ ）.,https://image.zhihuishu.com/zhs/question-import/formula/202303/00db5474eb0f4ba5836dba77173ceba4.png,2026-09-19 08:13:59,错题采集
493,929419829,"设随机事件 和 满足 , 则（ ）.",https://image.zhihuishu.com/zhs/question-import/formula/202303/8dfb1568c72441b1aa4a871fbc45134b.png,2026-09-19 08:13:59,错题采集
494,932473452,"设 为任意两个事件,且 则有",https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260626/7921e093-82a4-4588-a48e-5499da081dc1.png,2026-09-19 08:13:59,错题采集
495,932473174,某种动物活 年的概率为 ，活 年的概率为 ，求现年 岁的这种动物活到 岁的概率为（请用分数形式作答，例1/2）,3/8,2026-09-19 08:13:59,错题采集
496,932473367,设 件产品中有 件不合格品，从中任取 件，已知所取的两件中有一件是不合格品，则另一件也是不合格品的概率为,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260523/9bc9bb94-ff9a-4d24-9a52-2568dc366965.png,2026-09-19 08:14:17,错题采集
497,932473391,对于事件 和 ，设 ，则下列各式正确的是,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260623/bfc7bfce-6692-4e77-8b98-57903bdb43e9.png,2026-09-19 08:14:17,错题采集
498,932473384,设 为随机事件，且 ，则必有,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260904/8e72fcc5-f832-40cb-bb60-eab3f52c1dc2.png,2026-09-19 08:14:17,错题采集
499,929419850,"设 为随机事件, 且满足 , 则（ ）.",https://image.zhihuishu.com/zhs/question-import/formula/202303/a686e7abe46246ada465d8ccf9ef0895.png,2026-09-19 08:14:17,错题采集
500,929419807,100个产品中，有80件为一等品，15件为二等品，5件为次品，今从中任取一件，已知为非次品的条件下，取得一等品的概率为（ ）。,https://image.zhihuishu.com/zhs/question-import/formula/202303/deac127645ec4464b7234ce65cb0d215.png,2026-09-19 08:14:17,错题采集
501,932473451,设事件 与 互不相容，且 ，则,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260905/bbaee009-a79f-4bbe-b07d-cab8eb07f8f0.png,2026-09-19 08:14:17,错题采集
502,932473158,对于任意二事件 和 （）,若 则 有可能独立,2026-09-19 08:15:14,错题采集
503,931999493,( ),独立,2026-09-19 08:16:22,错题采集
504,932473388,设 三个事件两两独立，则 相互独立的充要条件是,与 独立,2026-09-19 08:16:56,错题采集
505,932473464,设 ，则,事件 与 相互独立,2026-09-19 08:16:56,错题采集
506,932473355,若 为随机事件，且 ， 与 相互独立，则,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260523/3182762a-7dbc-4e50-9aad-ae487928494f.png,2026-09-19 08:17:35,错题采集
507,932473449,对于事件 ，下列命题正确的是,若 相互独立，那么 与 也相互独立.,2026-09-19 08:17:35,错题采集
508,929421209,设 为相互独立的随机事件，下列说法中正确的个数为（ ） ① 事件 与 一定独立 ② 事件 与 一定独立 ③ 事件 与 一定独立 ④ 事件 与 一定独立,2,2026-09-19 08:17:35,错题采集
509,929419851,"设随机事件 相互独立, , , 则 （ ）",https://image.zhihuishu.com/zhs/question-import/formula/202303/a12eb8933cc94c99ba7570ce2f2c4752.png,2026-09-19 08:19:45,错题采集
510,929421202,"将一枚硬币独立地掷两次, 设事件A 1 ={掷第一次出现正面}, A 2 ={掷第二次出现正面}, A 3 ={正、反两面各出现一次}, A 4 ={正面出现两次}, 则事件（ ）.","A1, A2, A3两两独立",2026-09-19 08:19:45,错题采集
511,932473375,设 是两个随机事件，且 ，则必有,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260311/f5061e76-5b58-4ee3-8003-06a28d6a17a5.png,2026-09-19 08:20:21,错题采集
512,932473392,设随机事件 与 互不相容， ，则下面结论一定成立的是,不独立|https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260311/2673e609-e458-46e7-9a5d-9705faa6eb6e.png,2026-09-19 08:20:21,错题采集
513,932473454,已知 ，则事件 和,相容但不独立,2026-09-19 08:20:21,错题采集
514,931999490,( ),0,2026-09-19 08:20:21,错题采集
515,932473409,对同一目标接连进行 次独立重复射击，假设至少命中目标一次的概率为 ，则每次射击命中目标的概率为,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260905/d00f1f21-aa56-4c92-a7b5-6725ea9e3546.png,2026-09-19 08:22:16,错题采集
516,929419848,"设 为随机事件, 且 , 若成立等式 , 则事件 （ ）.",相互独立,2026-09-19 08:22:16,错题采集
517,931999492,( ),事件A与B互相独立,2026-09-19 08:22:16,错题采集
518,932473381,设 为两个随机事件，当 时，则下面（ ）成立,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260314/dc943e21-6087-4d99-ac3d-146e6dcc38b5.png,2026-09-19 08:22:16,错题采集
519,932473164,"假设 那么若 与 互不相容，则 %{“尺寸”:11,“占位”:“请填写”,“答案”:[“0.3”],“提示”:"""",“序号”:0}% ；若 与 相互独立，则",0.5,2026-09-19 08:22:16,错题采集
520,932473128,设 则事件 与,独立,2026-09-19 08:23:13,错题采集
521,931999485,( ),1/4,2026-09-19 08:23:13,错题采集
522,932473369,设事件 与 独立且不相容，则,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260312/cbff65e3-ea40-430d-b91d-b9dc48422aae.png,2026-09-19 08:23:13,错题采集
523,929415085,设袋中有4个乒乓球，其中1个涂有白色，1个涂有红色，1个涂有蓝色，1个涂有白、红、蓝三种颜色．今从袋中随机地取一个球，设事件A＝{取出的球涂有白色}，B＝{取出的球涂有红色}，C＝{取出的球涂有蓝色}．则事件A，B，C相互独立。（ ）,错,2026-09-19 08:23:13,错题采集
524,932473370,设三事件 相互独立且 ，则下述事件中不独立的是：,与|https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260311/fc9166b7-b963-44b0-a656-799851cc9648.png,2026-09-19 08:23:13,错题采集
525,932473371,设三事件 两两独立，则 相互独立的充分必要条件是,与 独立|https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260311/16c42995-c415-49b5-8ed6-16c1c304195e.png,2026-09-19 08:23:13,错题采集
526,932473234,设 是三个相互独立的随机事件，且 ，则下列四对事件中，不相互独立的是,与|https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260313/d190f3ba-6295-4d69-999d-d8e2fa0dcd71.png,2026-09-19 08:24:11,错题采集
527,929419861,"设两个相互独立的事件 和 都不发生的概率为 , 发生 不发生的概率与 发生 不发生的概率相等, 则 =（ ）.",https://image.zhihuishu.com/zhs/question-import/formula/202303/ee88a5a8193b4785ad7891d88c15f701.png,2026-09-19 08:24:11,错题采集
528,929419830,"若 为随机事件, 则下列命题正确的是（ ）.","若 相互独立, 则 也相互独立|https://image.zhihuishu.com/zhs/question-import/formula/202303/00f73e67c475492fb8e4339da04c5105.png",2026-09-19 08:24:11,错题采集
529,932473416,设两个相互独立的事件 和 都不发生的概率为 发生 不发生的概率与 发生 不发生的概率相等，则,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260311/efe5f301-d1af-4da8-aa15-2c4a9f6feea9.png,2026-09-19 08:24:11,错题采集
530,931999494,( ),0.18,2026-09-19 08:24:11,错题采集
531,929419826,若 为任意事件，则下列命题正确的是（ ）。,若 相互独立，则 也相互独立|https://image.zhihuishu.com/zhs/question-import/formula/202303/33d60288438f48f7af28654a576236dd.png,2026-09-19 08:25:27,错题采集
532,929421203,"若 为随机事件, 则下列命题错误的是（ ）.",若 互不相容，则|https://image.zhihuishu.com/zhs/question-import/formula/202303/5d27916a61fe48b3b49e0c4e013fbd7c.png,2026-09-19 08:25:27,错题采集
533,932473150,"是相互独立的随机事件 , , 则 ( )",0.18,2026-09-19 08:25:27,错题采集
534,932473453,关于事件的独立性，下列结论正确的是,若事件 相互独立，则 相互独立|https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260523/49576f05-9ba0-4f67-9e40-7be77fa9ca67.png,2026-09-19 08:25:27,错题采集
535,929421205,"设随机事件 相互独立, , , 则 （ ）.",0.97,2026-09-19 08:26:12,错题采集
536,929421186,"设随机事件 相互独立, , , 则 （ ）.",0.8,2026-09-19 08:26:12,错题采集
537,932473356,设 ， 与 相互独立，则,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260313/0442af75-23d2-4cbc-a2ca-ee8511d4fd6c.png,2026-09-19 08:26:12,错题采集
538,929421200,"设 , , , 则（ ）.",事件A与B相互独立,2026-09-19 08:26:12,错题采集
539,932473389,设 是三个相互独立的随机事件，且 。则在下列给定的四对事件中不相互独立的是,与|https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260623/186f32d0-4606-4f36-9d4b-0b5826539267.png,2026-09-19 08:26:12,错题采集
540,936206263,随机变量的可能取值可以是有限的。,对,2026-09-19 08:27:05,错题采集
541,936206260,随机变量的可能取值可以是不可数无穷的。,对,2026-09-19 08:27:38,错题采集
542,936206239,随机变量是从样本空间到实数集的一个特殊映射。,对,2026-09-19 08:27:38,错题采集
543,936206254,随机变量的可能取值一定是不可数无穷的。,错,2026-09-19 08:27:38,错题采集
544,936206245,引入随机变量的目的之一是把随机事件数量化。,对,2026-09-19 08:27:38,错题采集
545,932473316,离散型随机变量 的分布律为 ，则,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260523/743382a7-6b2f-4bee-a485-117d14e53241.png,2026-09-19 08:29:19,错题采集
546,932473319,设离散型随机变量 的分布律为 ，则,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260523/2fc8cc68-d247-47a8-85de-ec080e9bcae1.png,2026-09-19 08:29:55,错题采集
547,929421177,某人向一目标独立重复射击，若每次击中目标的概率为 ，则此人第3次击中目标时恰好射击7次的概率为（ ）.,https://image.zhihuishu.com/zhs/ableCommons/uploadFile/202304/45f25f8f2a044d1b8c0451023298388c.png,2026-09-19 08:29:55,错题采集
548,932473148,"设随机变量 服从泊松分布 , 且",https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260523/47d5dda5-a003-4d90-b5fe-cfcc8a7e942a.png,2026-09-19 08:30:19,错题采集
549,932473400,设离散型随机变量 的分布律为 其分布函数为 则,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260523/a41bd11e-3a9f-4f51-9746-f8ccaa031459.png,2026-09-19 08:30:19,错题采集
550,932473239,为 的分布律的充要条件为,且|https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260311/f2c0ea69-0c7a-4ab9-9696-302dcb820629.png,2026-09-19 08:30:19,错题采集
551,932473436,设随机变量 的分布律为 则,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260316/18b917cb-a446-4160-8b75-b80155594991.png,2026-09-19 08:30:19,错题采集
552,932473420,随机变量 的分布率为： ；则,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260311/e3325f01-5d9b-4d07-885c-c57616efe970.png,2026-09-19 08:30:54,错题采集
553,932473173,随机变量 的分布律为 ，其中 ，则未知参数 的值为,1,2026-09-19 08:30:54,错题采集
554,931999503,( ),1/5,2026-09-19 08:30:54,错题采集
555,929346067,设随机变量 服从参数为 的泊松分布，则 =( ).,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260111/45077279-939d-4ffc-a8f6-ccbd68d1e73c.png,2026-09-19 08:30:54,错题采集
556,932473139,"一射手进行射击 , 击中目标的概率为 , 射击击中目标 次为止 , 设 表示首次击中目标所进行的射击次数 , 表示总共进行的射击次数 , 则 和 的联合分布率为 ( ) .",https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260316/a6be9082-ed50-48f6-981b-841590a11ee0.png,2026-09-19 08:30:54,错题采集
557,931999500,( ),0.10,2026-09-19 08:30:54,错题采集
558,932473322,某人射击时，中靶率为 ．如果射击直到中靶为止，则射击次数为 的概率,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260311/6c2f16ec-2c77-4452-a812-a5818d942444.png,2026-09-19 08:31:29,错题采集
559,932473411,一大楼装有 个同类型的供水设备，调查表明在任一时刻 每个设备被使用的概率为 ，则在某一时刻恰有 个设备被使用的概率是,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260311/5808106f-e1e4-4ca5-87e4-3a815f2e25a4.png,2026-09-19 08:31:29,错题采集
560,932473338,设随机变量 服从于参数为 的二项分布，随机变量 服从于参数为 的二项分布，若 ，则,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260311/c9b50b19-af94-457a-a4fe-fea288f83037.png,2026-09-19 08:31:29,错题采集
561,932473311,某厂生产的零件合格率约为 ，零件出厂时每 个装一盒．设每盒中的不合格数为 ，则 通常服从,二项分布,2026-09-19 08:31:29,错题采集
